Topic,Sub topic,Query name,Internal ID,Query
External Fixation,Hoffmann LRF,English,F943393B784811ECBCE5D8C497B5E817,"(((""Hoffmann lrf"" OR hoffmannlrf) AND (stryker OR LRF OR HLRF OR circular OR fixation OR fracture OR joint OR pseudoarthrosis OR nonunion OR bone OR limb OR epiphyseal OR diaphyseal OR metaphyseal OR deformity OR arthrodesis OR osteotomy OR ""fusion reconstruction"" OR foot OR ""external fixation"" OR pin OR ""rod constructs"" OR frame)) OR (stryker AND (LRF OR HLRF))) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR armored OR nyse OR nasdaq)"
External Fixation,Hoffmann LRF,French,F947EEBC784811EC978AD8C497D0D2A9,"((""Hoffmann lrf"" OR hoffmannLRF) OR ((stryker NEAR/9 (LRF OR HLRF)) NEAR/9 (stryker OR LRF OR HLRF OR circulaire OR fixation OR fracture OR joint OR articulation OR pseudoartrose OR nonunion OR os OR membre OR vertebr* OR diaphysaire* OR metaphysaire* OR deformite OR arthrodese OR osteotomie OR ""fusion reconstruction"" OR pied OR ""fixation externe"" OR broche))) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR nyse OR nasdaq)"
External Fixation,Hoffmann LRF,German,F9555A85784811ECBCE5D8C497B5E817,"(((""hoffmann lrf"" OR ""hoffmannlrf"") AND (""stryker"" OR ""lrf"" OR ""hlrf"" OR ""rundschreiben"" OR ""fixierung"" OR ""fraktur"" OR ""gemeinsam"" OR ""pseudoarthrose"" OR ""pseudarthrose"" OR ""pseudarthrosen"" OR ""knochen"" OR ""glied"" OR ""epiphysärisch"" OR ""diaphysär"" OR ""metaphysär"" OR ""deformität"" OR ""arthrodese"" OR ""osteotomie"" OR ""fusionsrekonstruktion"" OR ""fuß"" OR ""fixateur externe"" OR ""äußere fixierung"" OR ""externe fixierung"" OR ""pin"" OR ""rod constructs"" OR ""rahmen"")) OR (""stryker"" AND (""lrf"" OR ""hlrf""))) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR ""nyse"" OR ""nasdaq"")"
External Fixation,Hoffmann LRF,Italian,F95B81B0784811EC978AD8C497D0D2A9,"(((""Hoffmann lrf"" OR hoffmannLRF) AND (""lrf"" OR ""hlrf"" OR ""circolare"" OR ""fissazione "" OR ""frattura"" OR ""articolazione"" OR ""pseudoartrosi"" OR ""non-union"" OR ""osso"" OR ""arto"" OR ""epifisari"" OR ""epifisario"" OR ""diafisaria"" OR ""diafisario"" OR ""metafisaria"" OR ""metafisario"" OR ""deformità"" OR ""artrodesi"" OR ""osteotomia"" OR ""fusione "" OR ""ricostruzione "" OR ""piede"" OR ""fissazione esterna"" OR ""perni"" OR ""perno"" OR ""costrutti di asta"" OR ""telaio"")) OR (stryker NEAR/9 (LRF OR hlrf))) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
External Fixation,Hoffmann LRF,Portuguese,F94FB31A784811EC9ADCD8C497554706,"(((""Hoffmann lrf"" OR hoffmannLRF) AND (stryker OR ""lrf"" OR ""hlrf"" OR ""circular"" OR ""fixação"" OR ""fratura*"" OR ""fratura*"" OR ""articulação"" OR ""pseudoartrose"" OR ""não união"" OR ""osso"" OR ""membro"" OR ""epifisária"" OR ""diafiseal "" OR ""diafisário"" OR ""metafiseal"" OR ""metafisária"" OR ""metafisário "" OR ""deformidade"" OR ""artrodese"" OR ""anquilose artificial"" OR ""osteotomia"" OR ""fusao"" OR ""reconstrucao"" OR ""pé"" OR ""fixacao externa"" OR ""pinos"" OR ""construção de hastes"" OR ""fixador externo"")) OR (stryker NEAR/9 (LRF OR hlrf))) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger*)"
External Fixation,Hoffmann LRF,Spanish,F94B0C34784811EC8859D8C497B5E93E,"(((""hoffmann lrf"" OR ""hoffmannlrf"") AND (""stryker"" OR ""lrf"" OR ""hlrf"" OR ""circular"" OR ""fijación"" OR ""fractura"" OR ""articulación"" OR ""seudoartrosis"" OR ""ninguna unión"" OR ""hueso"" OR ""miembro"" OR ""epifisaria"" OR ""diafisario"" OR ""metafisaria"" OR ""deformidad"" OR ""artrodesis"" OR ""osteotomia"" OR ""reconstrucción por fusión"" OR ""pié"" OR ""fijación externa"" OR ""pin"" OR ""construcciones de barras"" OR ""rod constructs"" OR ""marco"")) OR (""stryker"" AND (""lrf"" OR ""hlrf""))) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR ""nyse"" OR ""nasdaq"")"
External Fixation,Stryker External Fixation,English,D00A01C8EF4F11E98F46A4BF010A3E06,"((stryker) NEAR/9 (externalfixation OR ""external fixation"" OR ""open fracture"" OR ""unstable fracture"" OR ""rod constructs"")) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR armored OR music* OR guitar* OR studio* OR ""homestudio"" OR ""rod stryker"" OR Mosasaurus OR ""hot rod"" OR holocaust OR frohburg OR woodpecker OR ""fuzzy mystery"" OR ""Michael Hoffmann"" OR ""Laurent Hoffmann"" OR ""rod-stryker"" OR ayurveda OR ""raid weapon*"" OR grenade OR sword OR platoon OR ""auto tuning"" OR blade OR ""pocket knife"" OR yamaha OR ""firing pin"" OR ""tvs stryker"" OR ahamkara OR ""hunter boat"" OR ""hand cannon"" OR destiny2 OR ""squad leader "" OR ""powder coating"" OR ""major stryker"" OR ""hammerhead frame"" OR ""kindled orchid"" OR ""stryker QAD"" OR ""stock barrel"" OR ""tippmann raider"" OR ""forge frame"" OR peavey OR digitech OR ""william stryker"" OR helix OR guitar OR ((""hoffmann III"" OR hoffmannIII OR ""hoffmann 3"" OR hoffmann3 OR ""hofmann III"" OR hofmannIII OR ""hofmann 3"" OR hofmann3 OR ""hofmann III"" OR hofmannIII OR ""hofmann 3"" OR hofmann3) NEAR/9 (stryker OR ""open fracture"" OR ""unstable fracture"" OR ""external fixation"" OR pin OR ""rod construct*"" OR rigid OR ""tibial frame"" OR ""ankle frame"" OR ""femur frame"" OR ""knee frame"" OR ""pelvic frame"" OR ""bone frame"")) OR ((""hoffmann II"" OR hoffmannII OR ""hoffmann 2"" OR hoffmann2 OR ""hofmann II"" OR hofmannII OR ""hofmann 2"" OR hofmann2 OR ""hofmann II"" OR hofmannII OR ""hofmann 2"" OR hofmann2) NEAR/9 (stryker OR ""long bones"" OR pelvis OR rod OR ""external fixation"" OR externalfixation)))"
External Fixation,Stryker External Fixation,French,18A3BF7BFBF611E9ACA6001E67ED461E,"((stryker) NEAR/9 (fixationexterne OR ""fixation externe"" OR ""Fixateur externe"" OR Fixateurexterne OR ""fracture ouverte"" OR ""fracture instable"")) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR music* OR guitar* OR studio* OR ""homestudio"" OR ""rod stryker"" OR Mosasaurus OR ""hot rod"" OR holocaust OR frohburg OR woodpecker OR ""fuzzy mystery"" OR ""Michael Hoffmann"" OR ""Laurent Hoffmann"" OR ""rod-stryker"" OR ayurveda OR ""raid weapon*"" OR grenade OR sword OR platoon OR ""auto tuning"" OR blade OR ""pocket knife"" OR yamaha OR ""firing pin"" OR ""tvs stryker"" OR ahamkara OR ""hunter boat"" OR ""hand cannon"" OR destiny2 OR ""squad leader "" OR ""powder coating"" OR ""major stryker"" OR ""hammerhead frame"" OR ""kindled orchid"" OR ""stryker QAD"" OR ""stock barrel"" OR ""tippmann raider"" OR ""forge frame"" OR peavey OR digitech OR ""william stryker"" OR helix OR guitar OR ((""hoffmann III"" OR hoffmannIII OR ""hoffmann 3"" OR hoffmann3 OR ""hofmann III"" OR hofmannIII OR ""hofmann 3"" OR hofmann3 OR ""hofmann III"" OR hofmannIII OR ""hofmann 3"" OR hofmann3) NEAR/9 (stryker OR ""fracture ouverte"" OR ""fracture instable"" OR ""Fixateur externe"" OR ""fixation externe"" OR épingle OR ""structue à tige*"" OR fixateur OR fixation OR rigide OR ""fixateur externe tibia"" OR ""fixateur de cheville"" OR ""fixateur externe fémur"" OR ""fixateur externe genou"" OR ""fixateur pelvien"" OR ""Pelvienne Fixateur"" OR ""fixation externe du bassin"" OR ""os fixateur"" OR ""fixateur d'os"")) OR ((""hoffmann II"" OR hoffmannII OR ""hoffmann 2"" OR hoffmann2 OR ""hofmann II"" OR hofmannII OR ""hofmann 2"" OR hofmann2 OR ""hofmann II"" OR hofmannII OR ""hofmann 2"" OR hofmann2) NEAR/9 (stryker OR ""os longs"" OR bassin OR pelvien OR pelvienne OR tige OR ""fixation extérieure"" OR ""fixation externe"" OR ""Fixateur externe"" OR fixationextérieure OR fixationexterne)))"
External Fixation,Stryker External Fixation,German,70530BE867AE11EA9638A4BF010A3E26,"((""stryker"") NEAR/9 (""fixateur externe"" OR ""äußere fixierung"" OR ""externe fixierung"" OR ""fixateur externe"" OR ""äußere fixierung"" OR ""externe fixierung"" OR ""offene fraktur"" OR ""instabile fraktur"" OR ""rod constructs"")) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR music* OR guitar* OR studio* OR ""homestudio"" OR ""rod stryker"" OR ""mosasaurus"" OR ""heißer stab"" OR ""hotrod"" OR ""hot rod"" OR ""holocaust"" OR ""frohburg"" OR ""specht"" OR ""woodpecker"" OR ""fuzzy mystery"" OR ""michael hoffmann"" OR ""laurent hoffmann"" OR ""rod-stryker"" OR ""ayurveda"" OR ""ayurweda"" OR ""überfallwaffe*"" OR ""granate"" OR ""schwert"" OR ""platoon"" OR ""auto-tuning"" OR ""klinge"" OR ""taschenmesser"" OR ""yamaha"" OR ""schlagbolzen"" OR ""tvs stryker"" OR ""ahamkara"" OR ""jägerboot"" OR ""handkanone"" OR ""schicksal2"" OR ""truppenführer"" OR ""pulverbeschichtung"" OR ""großer stryker"" OR ""hammerkopf-rahmen"" OR ""angezündete orchidee"" OR ""stryker qad"" OR ""fass auf lager"" OR ""tippmann-räuber"" OR ""schmiede-rahmen"" OR ""peavey"" OR ""digitech"" OR ""william stryker"" OR ""helix"" OR ""gitarre"" OR ((""hoffmann iii"" OR ""hoffmanniii"" OR ""hoffmann 3"" OR ""hoffmann3"" OR ""hofmann iii"" OR ""hofmanniii"" OR ""hofmann 3"" OR ""hofmann3"" OR ""hofmann iii"" OR ""hofmanniii"" OR ""hofmann 3"" OR ""hofmann3"") NEAR/9 (""stryker"" OR ""offene fraktur"" OR ""instabile fraktur"" OR ""fixateur externe"" OR ""äußere fixierung"" OR ""externe fixierung"" OR ""pin"" OR ""rod construct*"" OR ""starr"" OR ""scheinbeinrahmen"" OR ""tibiarahmen"" OR ""tibia rahmen"" OR ""knöchel-rahmen"" OR ""oberschenkelknochen-rahmen"" OR ""femur-rahmen"" OR ""knie-rahmen"" OR ""becken-rahmen"" OR ""knochengerüst"")) OR ((""hoffmann ii"" OR ""hoffmannii"" OR ""hoffmann 2"" OR ""hoffmann2"" OR ""hofmann ii"" OR ""hofmannii"" OR ""hofmann 2"" OR ""hofmann2"" OR ""hofmann ii"" OR ""hofmannii"" OR ""hofmann 2"" OR ""hofmann2"") NEAR/9 (""stryker"" OR ""lange knochen"" OR ""langknochen"" OR ""becken"" OR ""stange"" OR ""fixateur externe"" OR ""äußere fixierung"" OR ""externe fixierung"" OR ""fixateur externe"" OR ""äußere fixierung"" OR ""externe fixierung"")))"
External Fixation,Stryker External Fixation,Italian,B7D276110EEA11EBAE16D8C497B5E93E,"(stryker NEAR/9 (""frattura esposta"" OR ""frattura instabile"" OR ""fissazione esterna"" OR ""costrutti di asta"")) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR music* OR guitar* OR studio* OR ""homestudio"" OR ""rod stryker"" OR Mosasaurus OR ""hot rod"" OR holocaust OR frohburg OR woodpecker OR ""fuzzy mystery"" OR ""Michael Hoffmann"" OR ""Laurent Hoffmann"" OR ""rod-stryker"" OR ayurveda OR ""raid weapon*"" OR grenade OR sword OR platoon OR ""auto tuning"" OR blade OR ""pocket knife"" OR yamaha OR ""firing pin"" OR ""tvs stryker"" OR ahamkara OR ""hunter boat"" OR ""hand cannon"" OR destiny2 OR ""squad leader "" OR ""powder coating"" OR ""major stryker"" OR ""hammerhead frame"" OR ""kindled orchid"" OR ""stryker QAD"" OR ""stock barrel"" OR ""tippmann raider"" OR ""forge frame"" OR peavey OR digitech OR ""william stryker"" OR helix OR guitar OR ((""hoffmann III"" OR hoffmannIII OR ""hoffmann 3"" OR hoffmann3 OR ""hofmann III"" OR hofmannIII OR ""hofmann 3"" OR hofmann3 OR ""hofmann III"" OR hofmannIII OR ""hofmann 3"" OR hofmann3) NEAR/9 (stryker OR ""open fracture"" OR ""unstable fracture"" OR ""external fixation"" OR pin OR ""rod construct*"" OR rigid OR ""tibial frame"" OR ""ankle frame"" OR ""femur frame"" OR ""knee frame"" OR ""pelvic frame"" OR ""bone frame"")) OR ((""hoffmann II"" OR hoffmannII OR ""hoffmann 2"" OR hoffmann2 OR ""hofmann II"" OR hofmannII OR ""hofmann 2"" OR hofmann2 OR ""hofmann II"" OR hofmannII OR ""hofmann 2"" OR hofmann2) NEAR/9 (stryker OR ""long bones"" OR pelvis OR rod OR ""external fixation"" OR externalfixation)))"
External Fixation,Stryker External Fixation,Portuguese,B1767AF20EEA11EB94DAD8C497B5E817,"(stryker NEAR/9 (""fratura aberta"" OR ""fratura exposta"" OR ""fratura instável"" OR ""fixacao externa"" OR ""construção de hastes"" OR ""fixador externo"")) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR music* OR guitar* OR studio* OR ""homestudio"" OR ""rod stryker"" OR Mosasaurus OR ""hot rod"" OR holocaust OR frohburg OR woodpecker OR ""fuzzy mystery"" OR ""Michael Hoffmann"" OR ""Laurent Hoffmann"" OR ""rod-stryker"" OR ayurveda OR ""raid weapon*"" OR grenade OR sword OR platoon OR ""auto tuning"" OR blade OR ""pocket knife"" OR yamaha OR ""firing pin"" OR ""tvs stryker"" OR ahamkara OR ""hunter boat"" OR ""hand cannon"" OR destiny2 OR ""squad leader "" OR ""powder coating"" OR ""major stryker"" OR ""hammerhead frame"" OR ""kindled orchid"" OR ""stryker QAD"" OR ""stock barrel"" OR ""tippmann raider"" OR ""forge frame"" OR peavey OR digitech OR ""william stryker"" OR helix OR guitar OR ((""hoffmann III"" OR hoffmannIII OR ""hoffmann 3"" OR hoffmann3 OR ""hofmann III"" OR hofmannIII OR ""hofmann 3"" OR hofmann3 OR ""hofmann III"" OR hofmannIII OR ""hofmann 3"" OR hofmann3) NEAR/9 (stryker OR ""open fracture"" OR ""unstable fracture"" OR ""external fixation"" OR pin OR ""rod construct*"" OR rigid OR ""tibial frame"" OR ""ankle frame"" OR ""femur frame"" OR ""knee frame"" OR ""pelvic frame"" OR ""bone frame"")) OR ((""hoffmann II"" OR hoffmannII OR ""hoffmann 2"" OR hoffmann2 OR ""hofmann II"" OR hofmannII OR ""hofmann 2"" OR hofmann2 OR ""hofmann II"" OR hofmannII OR ""hofmann 2"" OR hofmann2) NEAR/9 (stryker OR ""long bones"" OR pelvis OR rod OR ""external fixation"" OR externalfixation)))"
External Fixation,Stryker External Fixation,Spanish,545949CE67AE11EAB588A4BF010A3E06,"((""stryker"") NEAR/9 (""fijación externa"" OR ""fijación externa"" OR ""fractura abierta"" OR ""fractura inestable"" OR ""construcciones de barras"" OR ""rod constructs"")) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR music* OR guitar* OR studio* OR ""homestudio"" OR ""rod stryker"" OR ""mosasaurus"" OR ""hot rod"" OR ""holocausto"" OR ""frohburg"" OR ""pájaro carpintero"" OR ""misterio borroso"" OR ""michael hoffmann"" OR ""laurent hoffmann"" OR ""rod-stryker"" OR ""ayurveda"" OR ""arma de ataque*"" OR ""granada"" OR ""espada"" OR ""pelotón"" OR ""sintonización automática"" OR ""espada"" OR ""cuchillo de bolsillo"" OR ""yamaha"" OR ""percutor"" OR ""tvs stryker"" OR ""ahamkara"" OR ""barco cazador"" OR ""cañón de mano"" OR ""destiny2"" OR ""líder de escuadrón"" OR ""recubrimiento en polvo"" OR ""major stryker"" OR ""marco de cabeza de martillo"" OR ""orquídea encendida"" OR ""stryker qad"" OR ""barril de valores"" OR ""asaltante tippmann"" OR ""marco de forja"" OR ""peavey"" OR ""digitech"" OR ""william stryker"" OR ""hélice"" OR ""guitarra"" OR ((""hoffmann iii"" OR ""hoffmanniii"" OR ""hoffmann 3"" OR ""hoffmann3"" OR ""hofmann iii"" OR ""hofmanniii"" OR ""hofmann 3"" OR ""hofmann3"" OR ""hofmann iii"" OR ""hofmanniii"" OR ""hofmann 3"" OR ""hofmann3"") NEAR/9 (""stryker"" OR ""fractura abierta"" OR ""fractura inestable"" OR ""fijación externa"" OR ""pin"" OR ""rod construct*"" OR ""construcciones de barras"" OR ""rígido"" OR ""marco tibial"" OR ""marco del tobillo"" OR ""marco de fémur"" OR ""marco femoral"" OR ""marco de la rodilla"" OR ""marco pélvico"" OR ""marco óseo"")) OR ((""hoffmann ii"" OR ""hoffmannii"" OR ""hoffmann 2"" OR ""hoffmann2"" OR ""hofmann ii"" OR ""hofmannii"" OR ""hofmann 2"" OR ""hofmann2"" OR ""hofmann ii"" OR ""hofmannii"" OR ""hofmann 2"" OR ""hofmann2"") NEAR/9 (""stryker"" OR ""huesos largos"" OR ""pelvis"" OR ""varilla"" OR ""fijación externa"" OR ""fijación externa"")))"
External Fixation,Triax,English,F1BD7ECE784811EC978AD8C497D0D2A9,"(triax NEAR/9 (stryker OR Monotube OR Fixation OR Humerus OR Forearm OR Pelvis OR Femur OR Tibia OR Fibula OR ""External Fixation"" OR Clamp OR Tube OR stabilization OR nonunion OR arthrodesis OR limb OR osteotomy OR deformity)) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR armored OR bow OR mathews OR geogrid*)"
External Fixation,Triax,French,F1C468C7784811EC8859D8C497B5E93E,"(triax NEAR/9 (stryker OR Monotube OR Fixation OR Humerus OR avantbras OR ""avant bras"" OR Pelvis OR bassin OR Femur OR Tibia OR perone OR ""fixation externe"" OR pince OR Tube OR stabilisation OR nonunion OR arthrodese OR membre OR osteotomie OR deformite)) NOT (""chez triax"" OR trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR bow OR mathews OR geogrid*)"
External Fixation,Triax,German,F1CDE3DA784811ECBCE5D8C497B5E817,"(""triax"" NEAR/9 (""stryker"" OR ""monotube"" OR ""fixierung"" OR ""humerus"" OR ""unterarm"" OR ""becken"" OR ""femur"" OR ""tibia"" OR ""fibel"" OR ""fixateur externe"" OR ""äußere fixierung"" OR ""externe fixierung"" OR ""klemme"" OR ""rohr"" OR ""stabilisierung"" OR ""pseudarthrose"" OR ""pseudarthrosen"" OR ""arthrodese"" OR ""glied"" OR ""osteotomie"" OR ""deformität"")) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR ""bow"" OR ""mathews"" OR ""geogrid*"")"
External Fixation,Triax,Italian,F1D87B9E784811EC8859D8C497B5E93E,"(triax NEAR/9 (stryker OR ""monotube"" OR ""fissazione "" OR ""omero"" OR ""avambraccio"" OR ""pelvi"" OR ""bacino"" OR ""femore"" OR ""tibia"" OR ""perone"" OR ""fibula"" OR ""fissazione esterna"" OR ""morsetto "" OR ""tube"" OR ""stabilizzazione "" OR ""non-union"" OR ""artrodesi"" OR ""arto"" OR ""osteotomia"" OR ""deformità"" OR ""hexapod struts"")) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR bow OR mathews OR geogrid*)"
External Fixation,Triax,Portuguese,F1D46988784811EC978AD8C497D0D2A9,"(triax NEAR/9 (stryker OR ""monotube"" OR ""fixação"" OR ""úmero"" OR ""antebraço "" OR ""pelvis"" OR ""pelve"" OR ""bacia"" OR ""femur"" OR ""tibia"" OR ""perónio"" OR ""fíbula "" OR ""fixacao externa"" OR ""grampo"" OR ""tube"" OR ""estabilização"" OR ""não união"" OR ""artrodese"" OR ""anquilose artificial"" OR ""membro"" OR ""osteotomia"" OR ""deformidade"" OR ""hexapod struts"")) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR bow OR mathews OR geogrid*)"
External Fixation,Triax,Spanish,F1C8C4C4784811EC9ADCD8C497554706,"(""triax"" NEAR/9 (""stryker"" OR ""monotubo"" OR ""fijación"" OR ""húmero"" OR ""antebrazo"" OR ""pelvis"" OR ""fémur"" OR ""tibia"" OR ""fíbula"" OR ""fijación externa"" OR ""abrazadera"" OR ""tubo"" OR ""estabilización"" OR ""ninguna unión"" OR ""artrodesis"" OR ""miembro"" OR ""osteotomia"" OR ""deformidad"")) NOT (trends* OR finance OR NYSE OR stock* OR value OR share OR shareholder* OR ""share holder*"" OR bid OR forecast* OR mercato OR financ* OR invest* OR Benchmar* OR profits OR market OR markets OR marché OR valeur OR bourse OR ""wall street"" OR mercado OR mercato OR super_stryker OR ""mortal kombat"" OR mortalkombat* OR ejercito* OR soldad* OR predator* OR R6 OR rainbow6 OR ""rainbow 6"" OR gun OR gunporn* OR trigger* OR ""bow"" OR ""mathews"" OR ""geogrid*"")"
Finger Joint,SWANSON Fingers,,FA0EEDE2784811ECBCE5D8C497B5E817,"(""swanson fingers"" OR swansonfingers)"
Finger Joint,SWANSON Toes,filterset,C159F95C784911ECBCE5D8C497B5E817,"(""swanson toes"" OR swansontoes)"
Implant,Moovis & Elektra,filterset,B858C37D675911EDB666D8C497D0D2A9,((moovis OR elektra) NEAR (implant))
